id;skosPrefLabel;skosNotation
http://data.openbudgets.eu/resource/codelist/eu-fishing-subsidies-2007-2013/2.1a;Zachování tradièní akvakultury a èinností navazujících, dùležitých pro udržení a rozvoj hospodáøské, sociální struktury a životního prostøedí;2.1a
